ti_id,titel,vols,jaar,druk,ppn_o,bibliotheek,categorie,_jaar,pers_id,voornaam,voorvoegsel,achternaam,jaar_geboren,jaar_overlijden,geb_datum,overl_datum,geb_plaats,overl_plaats,geb_plaats_code,geb_land_code,overl_plaats_code,overl_land_code,vrouw,url,text_url,maand,genre,
heyn001bloe01,Bloemhof der doorluchtige voorbeelden,,1647.0,1ste druk,,gent_001univ01,1,1647,heyn001,Maria,,Heyns,ca. 1615,ca. 1647,,,,,,,,,1,https://dbnl.org/tekst/heyn001bloe01_01,https://dbnl.org/nieuws/text.php?id=heyn001bloe01,2022_04   ,proza,
hond001dape02,"Dapes inemptae of De Moufe-schans, dat is de soeticheyt des buyten-levens vergheselschapt met de boucken",,1621.0,2de druk,421509392,munch001baye01,3,1621,hond001,Petrus,,Hondius,1578,1621,,6 augustus,Vlissingen,Terneuzen,vliss002,,terne001,,0,https://dbnl.org/tekst/hond001dape02_01,https://dbnl.org/nieuws/text.php?id=hond001dape02,2018_09   ,proza,
hugo001piad01,Pia desideria,,1624.0,1ste druk,393477746,denha004koni01,1,1624,hugo001,Herman,,Hugo,1588,1629,9 mei,11 september,Brussel,Rheinberg,bruss002,,,duits01,0,https://dbnl.org/tekst/hugo001piad01_01,https://dbnl.org/nieuws/text.php?id=hugo001piad01,2007_05   ,proza,
huyg002begi01,De beginselen van Gods koninkryk in den mensch,,1689.0,1ste druk,377465232,denha004koni01,1,1689,huyg002,Pieter,,Huygen,1662,na 1724,,,Amsterdam,,amste001,,,,0,https://dbnl.org/tekst/huyg002begi01_01,https://dbnl.org/nieuws/text.php?id=huyg002begi01,2006_12   ,proza,
leuv001thea01,Theatrum amoris divini et humani,,1655.0,?,419146873,gent_001univ01,3,1655,leuv001,Ludovicus,van,Leuven,na 1600,1661,,,Leuven?,Brussel,leuve001,,bruss002,,0,https://dbnl.org/tekst/leuv001thea01_01,https://dbnl.org/nieuws/text.php?id=leuv001thea01,2018_06   ,proza,
luyk001jezu01,Jezus en de ziel,,1685.0,?,400629291,utrec001univ01,3,1685,luyk001,Jan,,Luyken,1649,1712,16 april,5 april,Amsterdam,Amsterdam,amste001,,amste001,,0,https://dbnl.org/tekst/luyk001jezu01_01,https://dbnl.org/nieuws/text.php?id=luyk001jezu01,2007_01   ,proza,
luyk001vonc01,Voncken der liefde Jesu,,1687.0,1ste druk,413197905,gent_001univ01,1,1687,luyk001,Jan,,Luyken,1649,1712,16 april,5 april,Amsterdam,Amsterdam,amste001,,amste001,,0,https://dbnl.org/tekst/luyk001vonc01_01,https://dbnl.org/nieuws/text.php?id=luyk001vonc01,2017_09   ,proza,
make001denb01,Den berch der geestelijcker vreughden,,1618.0,1ste druk,,leeuw001tres01,1,1618,make001,Lodewijk,,Makeblijde,1565,1630,24 maart,17 augustus,Poperinge,Delft,poper001,,delft001,,0,https://dbnl.org/tekst/make001denb01_01,,,proza,
meer017gees01,De geest van Jan Tamboer,,1659.0,1ste druk,393213811,denha004koni01,1,1659,meer017,Jan Pietersz.,,Meerhuysen,1618,ca. 1667,,,,,,,,,0,https://dbnl.org/tekst/meer017gees01_01,https://dbnl.org/nieuws/text.php?id=meer017gees01,2001_03   ,proza,
moon005sede01,Sedelycke lust-warande,,1678.0,1ste druk,421570172,leide001univ01,1,1678,moon005,Jacob,,Moons,1639,1721,6 juni,9 april,Antwerpen,Antwerpen,antwe001,,antwe001,,0,https://dbnl.org/tekst/moon005sede01_01,https://dbnl.org/nieuws/text.php?id=moon005sede01,2018_09   ,proza,
nerr001voor01,Voor-beeldt der waere deught,,1692.0,1ste druk,419321454,gent_001univ01,1,1692,nerr001,Franciscus,,Nerrincq,1638,1712,2 augustus,4 februari,Kortrijk,Mechelen,kortr001,,meche001,,0,https://dbnl.org/tekst/nerr001voor01_01,https://dbnl.org/nieuws/text.php?id=nerr001voor01,2018_07   ,proza,
orle001besc01,Beschrijvinge der stad Leyden (fragment),,1641.0,"2de, vermeerderde druk",393345327,leide001univ01,3,1641,orle001,Jan Jansz.,,Orlers,1570,1646,5 januari,10 augustus,Leiden,Leiden,leide001,,leide001,,0,https://dbnl.org/tekst/orle001besc01_01,https://dbnl.org/nieuws/text.php?id=orle001besc01,2003_06   ,proza,
poir001heyl02,Heyligh hof vanden keyser Theodosius,,1696.0,1ste druk,409103519,gent_001univ01,1,1696,poir001,Adriaen,,Poirters,1605,1674,2 november (gedoopt),4 juli,Oisterwijk,Mechelen,oiste001,,meche001,,0,https://dbnl.org/tekst/poir001heyl02_01,https://dbnl.org/nieuws/text.php?id=poir001heyl02,2017_02   ,proza,
pute001comu01,"Comus dat is Bras-Godt ofte slemp-feeste der Cimmerianen, in ghedaente van eenen droom",,1611.0,1ste druk,419046232,gent_001univ01,1,1611,pute001,Erycius,,Puteanus,1574,1646,4 november,17 september,Venlo,Leuven,venlo001,,leuve001,,0,https://dbnl.org/tekst/pute001comu01_01,https://dbnl.org/nieuws/text.php?id=pute001comu01,2018_07   ,proza,
scep002oude01,Bacchus,,1665.0,1ste druk,408481404,gent_001univ01,1,1665,scep002,Jacobus,,Sceperus,?,1678,,,,Gouda,,,gouda001,,0,https://dbnl.org/tekst/scep002oude01_01,https://dbnl.org/nieuws/text.php?id=scep002oude01,2016_09   ,proza,
scho188embl01,Emblemata,,1618.0,1ste druk,,amste001univ01,1,1618,scho188,F.,van,Schoonhoven,ca. 1594,ca. 1648,,,Gouda,Gouda,gouda001,,gouda001,,0,https://dbnl.org/tekst/scho188embl01_01,https://dbnl.org/nieuws/text.php?id=scho188embl01,2022_12   ,proza,
smid018lyde02,De lydende siele,,1665.0,2de druk,40904069X,gent_001univ01,3,1665,smid018,Aegidius,de,Smidt,1584,1670,,,Antwerpen,Antwerpen,antwe001,,antwe001,,0,https://dbnl.org/tekst/smid018lyde02_01,https://dbnl.org/nieuws/text.php?id=smid018lyde02,2016_12   ,proza,
smid018minn01,De minnende siele,,1665.0,1ste druk,409032700,gent_001univ01,1,1665,smid018,Aegidius,de,Smidt,1584,1670,,,Antwerpen,Antwerpen,antwe001,,antwe001,,0,https://dbnl.org/tekst/smid018minn01_01,https://dbnl.org/nieuws/text.php?id=smid018minn01,2017_02   ,proza,
smid018sinn01,Sinne-beelden der deughden,,1663.0,1ste druk,409040967,gent_001univ01,1,1663,smid018,Aegidius,de,Smidt,1584,1670,,,Antwerpen,Antwerpen,antwe001,,antwe001,,0,https://dbnl.org/tekst/smid018sinn01_01,https://dbnl.org/nieuws/text.php?id=smid018sinn01,2017_01   ,proza,
stal001room01,Roomsche Reys,,1624.0,1ste druk,,utrec001univ01,1,1624,stal001,Joannes,,Stalpaert van der Wiele,1579,1630,22 november,29 december,Den Haag,Delft,denha004,,delft001,,0,https://dbnl.org/tekst/stal001room01_01,https://dbnl.org/nieuws/text.php?id=stal001room01,2024_01   ,proza,
star001drie01,Het derde deel van de tragische of claechlijcke historien,,1612.0,1ste druk,,munst004univ01,1,1612,star001,Jan Jansz.,,Starter,1593,1626,,september,Amsterdam,Hongarije,amste001,,,honga01,0,https://dbnl.org/tekst/star001drie01_01,https://dbnl.org/nieuws/text.php?id=star001drie01,2019_12   ,proza,
sucq002wech01,Den wech des eeuwich levens,,1622.0,?,,urban001libr01,3,1622,sucq002,Antonius,,Sucquet,1574,1626/1627,15 oktober,15 februari,Mechelen,Parijs?,meche001,,,frank01,0,https://dbnl.org/tekst/sucq002wech01_01,https://dbnl.org/nieuws/text.php?id=sucq002wech01,2016_07   ,proza,
tell001vier01,Het vierde deel vande tragische of claechlijcke historien,,1612.0,1ste druk,421508175,linko001stad01,1,1612,bred001,G.A.,,Bredero,1585,1618,16 maart,23 augustus,Amsterdam,Amsterdam,amste001,,amste001,,0,https://dbnl.org/tekst/tell001vier01_01,https://dbnl.org/nieuws/text.php?id=tell001vier01,2018_09   ,proza,
tell001vier01,Het vierde deel vande tragische of claechlijcke historien,,1612.0,1ste druk,421508175,linko001stad01,1,1612,tell001,Reinier,,Telle,1578,1618,,januari,Zierikzee,Amsterdam,zieri001,,amste001,,0,https://dbnl.org/tekst/tell001vier01_01,https://dbnl.org/nieuws/text.php?id=tell001vier01,2018_09   ,proza,
teng001leve01,Het leven van Konstance: waer af volgt het toneelspel De Spaensche heidin,,1643.0,1ste druk,,,1,1643,teng001,Mattheus Gansneb,,Tengnagel,1613,1652,10 januari (gedoopt),23 april (begraven),Amsterdam,Amsterdam,amste001,,amste001,,0,https://dbnl.org/tekst/teng001leve01_01,,,proza,
vond001aenl03,Aenleidinge ter Nederduitsche dichtkunste,,1650.0,1ste druk,,,1,1650,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001aenl03_01,,,proza,
vond001ovid01,Ovidius' Heldinnebrieven,,1642.0,1ste druk,,,1,1642,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001ovid01_01,,,proza,
vond001ovid02,Ovidius' Herscheppinge,,1671.0,1ste druk,,,1,1671,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001ovid02_01,,,proza,
vond001qhor01,"Q. Horatius Flaccus lierzangen en dichtkunst, in het rijmeloos vertaelt",,1654.0,1ste druk,,,1,1654,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001qhor01_01,,,proza,
vond001toon01,Tooneelschilt of Pleitrede voor het tooneelrecht,,1661.0,1ste druk,,,1,1661,vond001,Joost,van den,Vondel,1587,1679,17 november,5 februari,Keulen,Amsterdam,,duits01,amste001,,0,https://dbnl.org/tekst/vond001toon01_01,,,proza,
vrie047uytg01,"d'Uytgelesenste Wonderen, en bysonderste Seldsaemheden eeniger Landen en Volckeren in America, Asia, en Africa",,1670.0,1ste druk,,habo_001skok01,1,1670,vrie047,Simon,de,Vries,ca. 1624,1708,,30 april (begraven),Culemborg,Utrecht,culem001,,utrec001,,0,https://dbnl.org/tekst/vrie047uytg01_01,https://dbnl.org/nieuws/text.php?id=vrie047uytg01,2023_11   ,proza,
vrie047wond01,"Wonderen soo aen als in, en wonder-gevallen soo op als ontrent de zeeën, rivieren, meiren, poelen en fonteynen: historischer; ondersoeckender, en redenvoorstellender wijs verhandeld",,1687.0,1ste druk,406511152,amste001univ01,1,1687,vrie047,Simon,de,Vries,ca. 1624,1708,,30 april (begraven),Culemborg,Utrecht,culem001,,utrec001,,0,https://dbnl.org/tekst/vrie047wond01_01,https://dbnl.org/nieuws/text.php?id=vrie047wond01,2016_06   ,proza,
werv003sera01,Seraphinsche sinne-belden,,1678.0,1ste druk,419048650,gent_001univ01,1,1678,werv003,Hendrik Frans,van den,Werve,1647,?,5 januari,,Antwerpen,,antwe001,,,,0,https://dbnl.org/tekst/werv003sera01_01,https://dbnl.org/nieuws/text.php?id=werv003sera01,2018_07   ,proza,
_ghe017ghee01,De gheestelycke vryagie,,1624.0,1ste druk,,gent_001univ01,1,1624,_ghe017,Anoniem,,"Gheestelycke vryagie, De",,,,,,,,,,,0,https://dbnl.org/tekst/_ghe017ghee01_01,https://dbnl.org/nieuws/text.php?id=_ghe017ghee01,2019_11   ,proza,
_her013herv01,Hervadte beeste-spraeck,,1660.0,1ste druk,,gent_001univ01,1,1660,_her013,Anoniem,,Hervadte beeste-spraeck,,,,,,,,,,,0,https://dbnl.org/tekst/_her013herv01_01,https://dbnl.org/nieuws/text.php?id=_her013herv01,2020_05   ,proza,
_his006hist04,Een schone historie uan Floris en Blanchefleur,,1646.0,handschrift,,wrocl001univ01,1,1646,_his006,Anoniem,,Historie van Floris ende Blancefleur,?(16de eeuw),,,,,,,,,,0,https://dbnl.org/tekst/_his006hist04_01,https://dbnl.org/nieuws/text.php?id=_his006hist04,2023_11   ,proza,
_hol004holl01,Het Hollants wijve-praetjen,,1652.0,1ste druk,394962907,,1,1652,_hol004,Anoniem,,"Hollants wijve-praetjen, Het",,,,,,,,,,,0,https://dbnl.org/tekst/_hol004holl01_01,https://dbnl.org/nieuws/text.php?id=_hol004holl01,2014_06   ,proza,
_klu006klug01,De klugtige tyd-verdryver,,1653.0,1ste druk,40651173X,denha004koni01,1,1653,_klu006,Anoniem,,"Klugtige tyd-verdryver, De",,,,,,,,,,,0,https://dbnl.org/tekst/_klu006klug01_01,https://dbnl.org/nieuws/text.php?id=_klu006klug01,2016_07   ,proza,
_muy001muyd01,'t Muyder-spoockje,,1650.0,1ste druk,394972988,munch001baye01,1,1650,_muy001,Anoniem,,"Muyder-spoockje, 't",,,,,,,,,,,0,https://dbnl.org/tekst/_muy001muyd01_01,https://dbnl.org/nieuws/text.php?id=_muy001muyd01,2014_05   ,proza,
_net001netd02,Het net der wellustigheyt,,1646.0,1ste druk,,,1,1646,_net001,Anoniem,,"Net der wellustigheyt, Het",,,,,,,,,,,0,https://dbnl.org/tekst/_net001netd02_01,,,proza,
_pal003palm01,Palmerijn van Olijve,,1613.0,,,,1,1613,_pal003,Anoniem,,Palmerijn van Olijve,,,,,,,,,,,0,https://dbnl.org/tekst/_pal003palm01_01,,,proza,
_sen006sent01,"Sententie by den Hoogen Rade over Hollandt ende West-vrieslandt, gewesen tot laste van Jacob Syms",,1673.0,1ste druk,409040258,,1,1673,_sen006,Anoniem,,"Sententie by den Hoogen Rade over Hollandt ende West-vrieslandt, gewesen tot laste van Jacob Syms",,,,,,,,,,,0,https://dbnl.org/tekst/_sen006sent01_01,https://dbnl.org/nieuws/text.php?id=_sen006sent01,2016_12   ,proza,
aker002clee01,Den Cleefschen Pegasus,,1654.0,1ste druk,,leide001univ01,1,1654,aker002,Maria-Margareta,van,Akerlaecken,1605,na 1662,februari,,Dordrecht,Antwerpen?,dordr001,,antwe001,,1,https://dbnl.org/tekst/aker002clee01_01,https://dbnl.org/nieuws/text.php?id=aker002clee01,2020_06   ,poëzie,
ampz001besc01,Beschryvinge ende lof der stad Haerlem in Holland,,1628.0,1ste druk,,utrec001univ01,1,1628,ampz001,Samuel,,Ampzing,1590,1632,24 juni (gedoopt),29 juli,Haarlem,Haarlem,haarl001,,haarl001,,0,https://dbnl.org/tekst/ampz001besc01_01,https://dbnl.org/nieuws/text.php?id=ampz001besc01,2020_11   ,poëzie,
ampz001hoog01,Het Hoog-lied van den heyligen ende wijsen koning ende propheet Salomon,,1629.0,1ste druk,393474496,denha004koni01,1,1629,ampz001,Samuel,,Ampzing,1590,1632,24 juni (gedoopt),29 juli,Haarlem,Haarlem,haarl001,,haarl001,,0,https://dbnl.org/tekst/ampz001hoog01_01,https://dbnl.org/nieuws/text.php?id=ampz001hoog01,2013_03   ,poëzie,
ampz001klae01,Klaeglieden van den H. Propheet Ieremias,,1629.0,1ste druk,377532568,denha004koni01,1,1629,ampz001,Samuel,,Ampzing,1590,1632,24 juni (gedoopt),29 juli,Haarlem,Haarlem,haarl001,,haarl001,,0,https://dbnl.org/tekst/ampz001klae01_01,https://dbnl.org/nieuws/text.php?id=ampz001klae01,2013_10   ,poëzie,
ampz001nasz01,Naszousche lauren-kranze,,1629.0,1ste druk,394964322,denha004koni01,1,1629,ampz001,Samuel,,Ampzing,1590,1632,24 juni (gedoopt),29 juli,Haarlem,Haarlem,haarl001,,haarl001,,0,https://dbnl.org/tekst/ampz001nasz01_01,https://dbnl.org/nieuws/text.php?id=ampz001nasz01,2014_02   ,poëzie,
ampz001orat01,Oratio habita a Guilhelmo Nieweunhuysio,,1628.0,1ste druk,,,1,1628,ampz001,Samuel,,Ampzing,1590,1632,24 juni (gedoopt),29 juli,Haarlem,Haarlem,haarl001,,haarl001,,0,https://dbnl.org/tekst/ampz001orat01_01,,,poëzie,
ampz001rijm01,Rym-catechismus dat is de Christelijcke Catechismus,,1624.0,1ste druk,393486028,denha004koni01,1,1624,ampz001,Samuel,,Ampzing,1590,1632,24 juni (gedoopt),29 juli,Haarlem,Haarlem,haarl001,,haarl001,,0,https://dbnl.org/tekst/ampz001rijm01_01,https://dbnl.org/nieuws/text.php?id=ampz001rijm01,2014_04   ,poëzie,
ampz001west01,Westindische triumphbazuin op de verovering van de zilveren vloot,,1629.0,1ste druk,394975111,Oxford Bodleian Library,1,1629,ampz001,Samuel,,Ampzing,1590,1632,24 juni (gedoopt),29 juli,Haarlem,Haarlem,haarl001,,haarl001,,0,https://dbnl.org/tekst/ampz001west01_01,https://dbnl.org/nieuws/text.php?id=ampz001west01,2012_11   ,poëzie,
ansl001afsc01,Afscheit van Amsterdam,,1649.0,1ste druk,,,1,1649,ansl001,Reyer,,Anslo,1626,1669,,16 mei,Amsterdam,Perugia,amste001,,,itali01,0,https://dbnl.org/tekst/ansl001afsc01_01,,,poëzie,
anto001ystr01,De Ystroom,,1671.0,1ste druk,398528535,denha004koni01,1,1671,anto001,Joannis,,Antonides van der Goes,1647,1684,3 mei,18 september,Goes,Rotterdam,goes_001,,rotte002,,0,https://dbnl.org/tekst/anto001ystr01_01,https://dbnl.org/nieuws/text.php?id=anto001ystr01,2015_06   ,poëzie,
antw003ghee01,De Gheestelijcke tortel-duyve,,1648.0,1ste druk,,denha004koni01,1,1648,antw003,Gabriël,van,Antwerpen,ca. 1593,1656,,29 januari,Antwerpen,Maastricht,antwe001,,maast001,,0,https://dbnl.org/tekst/antw003ghee01_01,,,poëzie,
baer013uytm01,De uyt-muntende Dorimena,,1652.0,1ste druk,393339998,leide001univ01,1,1652,baer013,Michiel,van,Baerland,1630,?(17de eeuw),26 juli (gedoopt),,Goes,Goes,goes_001,,goes_001,,0,https://dbnl.org/tekst/baer013uytm01_01,,,poëzie,
bara001godt02,De godtvruchtige verklikker,,1657.0,?,394969715,amste001univ01,3,1657,bara001,Jan,,Bara,1627,ca. 1706,,,,,,,,,0,https://dbnl.org/tekst/bara001godt02_01,,,poëzie,
barl001poem01,Poemata,,1628.0,1ste druk,,amste001univ01,1,1628,barl001,C.,,Barlaeus,1584,1648,12 februari,14 januari,Antwerpen,Amsterdam,antwe001,,amste001,,0,https://dbnl.org/tekst/barl001poem01_01,https://dbnl.org/nieuws/text.php?id=barl001poem01,2024_06   ,poëzie,
baro004leyt01,"Leyts-prieeltje, ofte Cupidoos sinlickheyt",,1651.0,1ste druk,397070098,haarl001stad01,1,1651,baro004,J.Z.,,Baron,?(17de eeuw),?,,,,,,,,,0,https://dbnl.org/tekst/baro004leyt01_01,https://dbnl.org/nieuws/text.php?id=baro004leyt01,2012_03   ,poëzie,
